17,19752,11,7,0,0,25,<=50K
17,23856,11,7,0,0,20,<=50K
17,24090,10,9,0,0,35,<=50K
17,25051,10,6,0,0,16,<=50K
17,25690,10,6,0,0,10,<=50K
17,25982,12,8,0,0,30,<=50K
17,27032,10,6,0,0,12,<=50K
17,27251,11,7,0,0,40,<=50K
17,27415,11,7,0,0,20,<=50K
17,28031,9,5,0,0,16,<=50K
17,28544,11,7,0,0,20,<=50K
17,29078,11,7,0,0,15,<=50K
17,29571,12,8,0,0,15,<=50K
17,30829,11,7,0,0,12,<=50K
17,31007,10,6,0,0,30,<=50K
17,32124,9,5,0,0,9,<=50K
17,32607,10,6,0,0,20,<=50K
17,32763,10,6,0,0,15,<=50K
17,33138,12,8,0,0,40,<=50K
17,33230,11,7,0,0,15,<=50K
17,33611,11,7,0,0,40,<=50K
17,34019,10,6,0,0,20,<=50K
17,34019,11,7,0,0,20,<=50K
17,34088,12,8,0,0,25,<=50K
17,34465,11,7,0,0,32,<=50K
17,34505,11,7,0,0,50,<=50K
17,34943,10,6,0,0,15,<=50K
17,35603,11,7,0,0,16,<=50K
17,35603,12,8,0,0,20,<=50K
17,36218,11,7,0,0,20,<=50K
17,36801,10,6,0,0,18,<=50K
17,36877,10,6,0,0,10,<=50K
17,38611,11,7,0,0,23,<=50K
17,39815,10,6,0,0,25,<=50K
17,40299,11,7,0,0,25,<=50K
17,40299,10,6,0,0,30,<=50K
17,40432,10,6,0,0,4,<=50K
17,41643,11,7,0,0,15,<=50K
17,41865,10,9,0,0,5,<=50K
17,41865,10,6,0,0,25,<=50K
17,41979,10,6,0,0,40,<=50K
17,44789,13,10,0,0,15,<=50K
17,45037,10,6,0,0,25,<=50K
17,46402,8,4,0,0,8,<=50K
17,46496,11,7,0,0,5,<=50K
17,47199,11,7,0,0,24,<=50K
17,47407,11,7,0,0,10,<=50K
17,47425,11,7,0,0,15,<=50K
17,47771,11,7,0,0,20,<=50K
17,48610,10,9,0,0,14,<=50K
17,48610,11,7,0,0,45,<=50K
17,48703,11,7,0,0,30,<=50K
17,48751,11,7,0,0,40,<=50K
17,51939,11,7,0,0,15,<=50K
17,52012,11,7,0,0,15,<=50K
17,52486,11,7,0,0,12,<=50K
17,52967,10,6,0,0,6,<=50K
17,53367,12,8,0,0,25,<=50K
17,53367,9,5,0,0,35,<=50K
17,53611,12,8,0,0,6,<=50K
17,54257,11,7,0,0,20,<=50K
17,54978,8,4,0,0,15,<=50K
17,56536,11,7,1055,0,18,<=50K
17,56986,12,8,0,0,18,<=50K
17,57324,10,6,0,0,30,<=50K
17,57723,11,7,0,0,30,<=50K
17,58037,10,6,0,0,40,<=50K
17,60116,10,6,0,0,10,<=50K
17,60562,9,5,0,0,20,<=50K
17,61838,10,6,0,0,40,<=50K
17,61838,11,7,0,0,40,<=50K
17,63734,10,6,0,0,20,<=50K
17,64785,10,6,0,0,30,<=50K
17,65368,11,7,0,0,12,<=50K
17,67444,11,7,0,0,20,<=50K
17,67603,9,5,0,0,10,<=50K
17,67808,10,6,0,0,40,<=50K
17,70868,11,7,0,0,16,<=50K
17,72321,11,7,0,0,12,<=50K
17,73145,9,5,0,0,16,<=50K
17,73338,11,7,0,0,20,<=50K
17,73820,12,8,0,0,8,<=50K
17,74685,10,6,0,0,20,<=50K
17,74706,11,7,0,0,20,<=50K
17,75333,10,6,0,0,24,<=50K
17,75885,11,7,0,0,10,<=50K
17,78602,11,7,0,0,20,<=50K
17,79464,11,7,0,0,12,<=50K
17,79682,10,6,0,0,30,<=50K
17,80077,11,7,0,0,20,<=50K
17,80576,10,6,0,0,16,<=50K
17,81010,11,7,0,0,20,<=50K
17,82041,11,7,0,0,40,<=50K
17,86019,11,7,0,0,36,<=50K
17,86786,10,6,0,0,40,<=50K
17,89160,12,8,0,0,18,<=50K
17,89259,11,7,0,0,15,<=50K
17,89821,11,7,0,0,10,<=50K
